index;link;names_surnames;nickname;date_of_birth;place_of_birth;height;profession;famous_movie;number_of_acts;oscars;star_sign
245;https://www.imdb.com/name/nm0001677?ref_=nmls_hd;Ginger Rogers;Feathers;July 16, 1911;Independence, Missouri, USA;1.6;Actress;The Major and the Minor;93;1;Cancer
244;https://www.imdb.com/name/nm0001318?ref_=nmls_hd;Jean Harlow;"The Platinum Blonde
                
See more

                »";March 3, 1911;Kansas City, Missouri, USA;1.5;Actress;Bombshell;43;1;Pisces
243;https://www.imdb.com/name/nm0000795?ref_=nmls_hd;Jean Arthur;;October 17, 1900;Plattsburgh, New York, USA;1.6;Actress;Mr. Smith Goes to Washington;95;1;Libra
242;https://www.imdb.com/name/nm0001479?ref_=nmls_hd;Carole Lombard;"The Profane Angel
                
See more

                »";October 6, 1908;Fort Wayne, Indiana, USA;1.6;Actress;To Be or Not to Be;78;1;Libra
241;https://www.imdb.com/name/nm0000017?ref_=nmls_hd;Marlene Dietrich;Lili Marlene;December 27, 1901;Schöneberg, Brandenburg, Prussia, German Empire [now part of Berlin, Germany];1.6;Actress;Witness for the Prosecution;56;1;Capricorn
240;https://www.imdb.com/name/nm0001473?ref_=nmls_hd;Laura Linney;;February 5, 1964;New York City, New York, USA;1.7;Actress;The Big C;72;3;Aquarius
239;https://www.imdb.com/name/nm0001057?ref_=nmls_hd;Toni Collette;;November 1, 1972;Sydney, New South Wales, Australia;1.7;Actress;The Sixth Sense;84;1;Scorpio
238;https://www.imdb.com/name/nm0372176?ref_=nmls_hd;Lena Headey;;October 3, 1973;Hamilton, Bermuda;1.6;Actress;300;89;1;Libra
237;https://www.imdb.com/name/nm0001485?ref_=nmls_hd;Myrna Loy;"Minnie
                
See more

                »";August 2, 1905;Radersburg, Montana, USA;1.6;Actress;The Thin Man;142;5;Leo
236;https://www.imdb.com/name/nm0000058?ref_=nmls_hd;Maureen O'Hara;"The Queen of Technicolor
                
See more

                »";August 17, 1920;Ranelagh, County Dublin, Ireland, UK [now Ranelagh, Dublin, Republic of Ireland];1.7;Actress;The Quiet Man;65;83;Leo
235;https://www.imdb.com/name/nm0000995?ref_=nmls_hd;Ellen Burstyn;;December 7, 1932;Detroit, Michigan, USA;1.7;Actress;Requiem for a Dream;161;1;Sagittarius
234;https://www.imdb.com/name/nm0001666?ref_=nmls_hd;Debbie Reynolds;"Aba Dabba
                
See more

                »";April 1, 1932;El Paso, Texas, USA;1.5;Actress;Singin' in the Rain;86;1;Aries
233;https://www.imdb.com/name/nm0000139?ref_=nmls_hd;Cameron Diaz;Cami;August 30, 1972;San Diego, California, USA;1.7;Actress;Vanilla Sky;56;4;Virgo
232;https://www.imdb.com/name/nm0001876?ref_=nmls_hd;Catherine Zeta-Jones;;September 25, 1969;Swansea, West Glamorgan, Wales, UK;1.7;Actress;Chicago;42;1;Libra
231;https://www.imdb.com/name/nm0005028?ref_=nmls_hd;Kate Hudson;Katie;April 19, 1979;Los Angeles, California, USA;1.6;Actress;Almost Famous;43;1;Aries
230;https://www.imdb.com/name/nm0000544?ref_=nmls_hd;Carmen Miranda;"A Pequena Notável
                
See more

                »";February 9, 1909;Marco de Canavezes, Portugal;1.5;Actress;The Gang's All Here;22;1;Aquarius
229;https://www.imdb.com/name/nm0000099?ref_=nmls_hd;Patricia Arquette;;April 8, 1968;Chicago, Illinois, USA;1.5;Actress;True Romance;65;1;Aries
228;https://www.imdb.com/name/nm0000166?ref_=nmls_hd;Helen Hunt;;June 15, 1963;Culver City, California, USA;1.7;Actress;As Good as It Gets;108;1;Gemini
227;https://www.imdb.com/name/nm0001788?ref_=nmls_hd;Jessica Tandy;;June 7, 1909;Stoke Newington, London, England, UK;1.6;Actress;Driving Miss Daisy;66;1;Gemini
226;https://www.imdb.com/name/nm0000993?ref_=nmls_hd;Carol Burnett;;April 26, 1933;San Antonio, Texas, USA;1.6;Actress;The Carol Burnett Show;80;5;Taurus
225;https://www.imdb.com/name/nm1055413?ref_=nmls_hd;Michael Fassbender;Fassy;April 2, 1977;Heidelberg, Baden-Württemberg, West Germany;1.8;Actor;Shame;64;2;Aries
224;https://www.imdb.com/name/nm0000354?ref_=nmls_hd;Matt Damon;;October 8, 1970;Boston, Massachusetts, USA;1.7;Actor;Good Will Hunting;87;1;Libra
223;https://www.imdb.com/name/nm0000553?ref_=nmls_hd;Liam Neeson;;June 7, 1952;Ballymena, Co. Antrim, Northern Ireland, UK;1.9;Actor;Kinsey;136;1;Gemini
222;https://www.imdb.com/name/nm0316079?ref_=nmls_hd;Paul Giamatti;;June 6, 1967;New Haven, Connecticut, USA;1.7;Actor;Sideways;111;1;Gemini
221;https://www.imdb.com/name/nm0000179?ref_=nmls_hd;Jude Law;;December 29, 1972;Lewisham, London, England, UK;1.7;Actor;The Talented Mr. Ripley;81;2;Capricorn
220;https://www.imdb.com/name/nm0000198?ref_=nmls_hd;Gary Oldman;Gaz;March 21, 1958;New Cross, London, England, UK;1.7;Actor;Tinker Tailor Soldier Spy;106;1;Aries
219;https://www.imdb.com/name/nm0177896?ref_=nmls_hd;Bradley Cooper;Coop;January 5, 1975;Philadelphia, Pennsylvania, USA;1.8;Actor;A Star Is Born;65;8;Capricorn
218;https://www.imdb.com/name/nm0000001?ref_=nmls_hd;Fred Astaire;;May 10, 1899;Omaha, Nebraska, USA;1.7;Actor;Funny Face;51;1;Taurus
217;https://www.imdb.com/name/nm0000080?ref_=nmls_hd;Orson Welles;The Great One;May 6, 1915;Kenosha, Wisconsin, USA;1.8;Actor;Citizen Kane;129;1;Taurus
216;https://www.imdb.com/name/nm0000036?ref_=nmls_hd;Buster Keaton;"Malec
                
See more

                »";October 4, 1895;Piqua, Kansas, USA;1.6;Actor;The General;150;94;Libra
215;https://www.imdb.com/name/nm0000051?ref_=nmls_hd;James Mason;;May 15, 1909;Huddersfield, Yorkshire [now in Kirklees, West Yorkshire], England, UK;1.8;Actor;Lolita;155;3;Taurus
214;https://www.imdb.com/name/nm0000050?ref_=nmls_hd;Groucho Marx;;October 2, 1890;New York City, New York, USA;1.7;Actor;A Night at the Opera;32;1;Libra
213;https://www.imdb.com/name/nm0001224?ref_=nmls_hd;Errol Flynn;"Flynny
                
See more

                »";June 20, 1909;Hobart, Tasmania, Australia;1.8;Actor;The Adventures of Robin Hood;64;51;Gemini
212;https://www.imdb.com/name/nm0001467?ref_=nmls_hd;Jared Leto;"Jaro
                
See more

                »";December 26, 1971;Bossier City, Louisiana, USA;1.8;Actor;Dallas Buyers Club;44;1;Capricorn
211;https://www.imdb.com/name/nm0001635?ref_=nmls_hd;William Powell;Bill;July 29, 1892;Pittsburgh, Pennsylvania, USA;1.8;Actor;The Thin Man;96;3;Leo
210;https://www.imdb.com/name/nm0000064?ref_=nmls_hd;Edward G. Robinson;"Manny
                
See more

                »";December 12, 1893;Bucharest, Romania;1.6;Actor;Double Indemnity;116;61;Sagittarius
209;https://www.imdb.com/name/nm0000034?ref_=nmls_hd;William Holden;"Bill
                
See more

                »";April 17, 1918;O'Fallon, Illinois, USA;1.7;Actor;Stalag 17;74;1;Aries
208;https://www.imdb.com/name/nm0268199?ref_=nmls_hd;Colin Farrell;;May 31, 1976;Castleknock, Dublin, Ireland;1.7;Actor;The Lobster;61;1;Gemini
207;https://www.imdb.com/name/nm0000053?ref_=nmls_hd;Robert Mitchum;"Mitch
                
See more

                »";August 6, 1917;Bridgeport, Connecticut, USA;1.8;Actor;Out of the Past;133;1;Leo
206;https://www.imdb.com/name/nm0000044?ref_=nmls_hd;Burt Lancaster;Mr Muscles and Teeth;November 2, 1913;New York City, New York, USA;1.8;Actor;From Here to Eternity;86;1;Scorpio
205;https://www.imdb.com/name/nm0000380?ref_=nmls_hd;Robert Duvall;Bob;January 5, 1931;San Diego, California, USA;1.7;Actor;The Apostle;144;1;Capricorn
204;https://www.imdb.com/name/nm0000323?ref_=nmls_hd;Michael Caine;;March 14, 1933;Rotherhithe, London, England, UK;1.8;Actor;The Dark Knight;176;2;Pisces
203;https://www.imdb.com/name/nm0000664?ref_=nmls_hd;Patrick Swayze;Buddy;August 18, 1952;Houston, Texas, USA;1.7;Actor;Dirty Dancing;52;3;Leo
202;https://www.imdb.com/name/nm0000102?ref_=nmls_hd;Kevin Bacon;;July 8, 1958;Philadelphia, Pennsylvania, USA;1.7;Actor;Footloose;95;1;Cancer
201;https://www.imdb.com/name/nm0001125?ref_=nmls_hd;Benicio Del Toro;Beno;February 19, 1967;San Germán, Puerto Rico;1.8;Actor;Sicario;65;1;Pisces
199;https://www.imdb.com/name/nm0095804?ref_=nmls_hd;Shirley Booth;;August 30, 1898;New York City, New York, USA;1.5;Actress;Come Back, Little Sheba;15;1;Virgo
198;https://www.imdb.com/name/nm0000435?ref_=nmls_hd;Daryl Hannah;;December 3, 1960;Chicago, Illinois, USA;1.7;Actress;Kill Bill: Vol. 2;95;611;Sagittarius
197;https://www.imdb.com/name/nm0000300?ref_=nmls_hd;Juliette Binoche;;March 9, 1964;Paris, France;1.6;Actress;The English Patient;76;1;Pisces
196;https://www.imdb.com/name/nm0000207?ref_=nmls_hd;Christina Ricci;Squant;February 12, 1980;Santa Monica, California, USA;1.5;Actress;Casper;84;1;Aquarius
195;https://www.imdb.com/name/nm0182839?ref_=nmls_hd;Marion Cotillard;Simone;September 30, 1975;Paris, France;1.6;Actress;La Môme;90;1;Libra
194;https://www.imdb.com/name/nm0000700?ref_=nmls_hd;Debra Winger;;May 16, 1955;Cleveland Heights, Ohio, USA;1.6;Actress;Terms of Endearment;47;3;Taurus
193;https://www.imdb.com/name/nm0000234?ref_=nmls_hd;Charlize Theron;Charlie;August 7, 1975;Benoni, Transvaal, South Africa;1.7;Actress;Monster;67;1;Leo
192;https://www.imdb.com/name/nm0000569?ref_=nmls_hd;Gwyneth Paltrow;Gwynnie;September 27, 1972;Los Angeles, California, USA;1.7;Actress;Shakespeare in Love;58;1;Libra
191;https://www.imdb.com/name/nm0001012?ref_=nmls_hd;Claudia Cardinale;CC;April 15, 1938;Tunis, French Protectorate Tunisia [now Tunisia];1.6;Actress;C'era una volta il West;127;383;Aries
190;https://www.imdb.com/name/nm0000443?ref_=nmls_hd;Goldie Hawn;Go-Go;November 21, 1945;Washington, District of Columbia, USA;1.6;Actress;Overboard;37;1;Scorpio
189;https://www.imdb.com/name/nm0001848?ref_=nmls_hd;Dianne Wiest;;March 28, 1948;Kansas City, Missouri, USA;1.6;Actress;Hannah and Her Sisters;63;2;Aries
188;https://www.imdb.com/name/nm0001378?ref_=nmls_hd;Anjelica Huston;"Angel
                
See more

                »";July 8, 1951;Santa Monica, California, USA;1.7;Actress;The Grifters;98;1;Cancer
187;https://www.imdb.com/name/nm0564790?ref_=nmls_hd;Mercedes McCambridge;Mercy;March 16, 1916;Joliet, Illinois, USA;1.6;Actress;Giant;66;1;Pisces
186;https://www.imdb.com/name/nm0940946?ref_=nmls_hd;Joanne Woodward;Joey;February 27, 1930;Thomasville, Georgia, USA;1.6;Actress;Rachel, Rachel;78;1;Pisces
185;https://www.imdb.com/name/nm2225369?ref_=nmls_hd;Jennifer Lawrence;"Jen
                
See more

                »";August 15, 1990;Louisville, Kentucky, USA;1.7;Actress;The Hunger Games;34;1;Leo
184;https://www.imdb.com/name/nm0000659?ref_=nmls_hd;Barbra Streisand;Babs;April 24, 1942;Williamsburg, Brooklyn, New York City, New York, USA;1.6;Actress;Funny Girl;37;2;Taurus
183;https://www.imdb.com/name/nm0001749?ref_=nmls_hd;Maggie Smith;;December 28, 1934;Ilford, Essex, England, UK;1.6;Actress;Gosford Park;86;2;Capricorn
182;https://www.imdb.com/name/nm0000906?ref_=nmls_hd;Annette Bening;;May 29, 1958;Topeka, Kansas, USA;1.6;Actress;American Beauty;48;4;Gemini
181;https://www.imdb.com/name/nm0000155?ref_=nmls_hd;Whoopi Goldberg;"Da Whoop
                
See more

                »";November 13, 1955;New York City, New York, USA;1.6;Actress;Ghost;187;1;Scorpio
180;https://www.imdb.com/name/nm0000623?ref_=nmls_hd;Rene Russo;;February 17, 1954;Burbank, California, USA;1.7;Actress;Nightcrawler;29;1;Aquarius
179;https://www.imdb.com/name/nm0000235?ref_=nmls_hd;Uma Thurman;;April 29, 1970;Boston, Massachusetts, USA;1.8;Actress;Kill Bill: Vol. 1;66;1;Taurus
178;https://www.imdb.com/name/nm0000678?ref_=nmls_hd;Kathleen Turner;;June 19, 1954;Springfield, Missouri, USA;1.7;Actress;Romancing the Stone;70;1;Gemini
177;https://www.imdb.com/name/nm0000213?ref_=nmls_hd;Winona Ryder;Noni;October 29, 1971;Winona, Minnesota, USA;1.6;Actress;Little Women;67;2;Scorpio
176;https://www.imdb.com/name/nm0000106?ref_=nmls_hd;Drew Barrymore;"DB
                
See more

                »";February 22, 1975;Culver City, California, USA;1.6;Actress;Never Been Kissed;75;1;Pisces
175;https://www.imdb.com/name/nm0000685?ref_=nmls_hd;Jon Voight;;December 29, 1938;Yonkers, New York, USA;1.8;Actor;Midnight Cowboy;98;1;Capricorn
174;https://www.imdb.com/name/nm0000172?ref_=nmls_hd;Harvey Keitel;;May 13, 1939;Brooklyn, New York, USA;1.7;Actor;Reservoir Dogs;160;1;Taurus
173;https://www.imdb.com/name/nm0000438?ref_=nmls_hd;Ed Harris;;November 28, 1950;Tenafly, New Jersey, USA;1.7;Actor;Appaloosa;105;4;Sagittarius
172;https://www.imdb.com/name/nm0000353?ref_=nmls_hd;Willem Dafoe;;July 22, 1955;Appleton, Wisconsin, USA;1.7;Actor;Spider-Man;138;4;Cancer
171;https://www.imdb.com/name/nm0001774?ref_=nmls_hd;Ben Stiller;;November 30, 1965;New York City, New York, USA;1.7;Actor;Zoolander;130;1;Sagittarius
170;https://www.imdb.com/name/nm0586568?ref_=nmls_hd;Mads Mikkelsen;;November 22, 1965;Østerbro, Copenhagen, Denmark;1.8;Actor;Hannibal;57;1;Sagittarius
169;https://www.imdb.com/name/nm0252230?ref_=nmls_hd;Chiwetel Ejiofor;;July 10, 1977;Forest Gate, London, England, UK;1.7;Actor;12 Years a Slave;57;1;Cancer
168;https://www.imdb.com/name/nm0001001?ref_=nmls_hd;James Caan;Jimmy;March 26, 1940;The Bronx, New York, USA;1.7;Actor;The Godfather;135;1;Aries
167;https://www.imdb.com/name/nm0000285?ref_=nmls_hd;Alec Baldwin;;April 3, 1958;Massapequa, Long Island, New York, USA;1.8;Actor;The Departed;145;1;Aries
166;https://www.imdb.com/name/nm0000009?ref_=nmls_hd;Richard Burton;"Dick
                
See more

                »";November 10, 1925;Pontrhydyfen, Wales, UK;1.7;Actor;Who's Afraid of Virginia Woolf?;80;7;Scorpio
165;https://www.imdb.com/name/nm0000027?ref_=nmls_hd;Alec Guinness;;April 2, 1914;Marylebone, London, England, UK;1.7;Actor;Star Wars;63;1;Aries
164;https://www.imdb.com/name/nm0001691?ref_=nmls_hd;Geoffrey Rush;;July 6, 1951;Toowoomba, Queensland, Australia;1.8;Actor;The King's Speech;65;1;Cancer
163;https://www.imdb.com/name/nm0000489?ref_=nmls_hd;Christopher Lee;Chris;May 27, 1922;Belgravia, London, England, UK;1.9;Actor;Star Wars: Episode II - Attack of the Clones;282;3112;Gemini
162;https://www.imdb.com/name/nm0001557?ref_=nmls_hd;Viggo Mortensen;"Guido
                
See more

                »";October 20, 1958;Manhattan, New York City, New York, USA;1.8;Actor;The Lord of the Rings: The Return of the King;60;3;Libra
161;https://www.imdb.com/name/nm0000230?ref_=nmls_hd;Sylvester Stallone;"Binky
                
See more

                »";July 6, 1946;New York City, New York, USA;1.7;Actor;Rocky;86;3;Cancer
160;https://www.imdb.com/name/nm0000216?ref_=nmls_hd;Arnold Schwarzenegger;"Conan the Republican
                
See more

                »";July 30, 1947;Thal, Styria, Austria;1.8;Actor;Predator;79;1;Leo
159;https://www.imdb.com/name/nm0000209?ref_=nmls_hd;Tim Robbins;;October 16, 1958;West Covina, California, USA;1.9;Actor;Mystic River;78;1;Libra
158;https://www.imdb.com/name/nm0910607?ref_=nmls_hd;Christoph Waltz;;October 4, 1956;Vienna, Austria;1.7;Actor;Django Unchained;122;2;Libra
157;https://www.imdb.com/name/nm0000849?ref_=nmls_hd;Javier Bardem;;March 1, 1969;Las Palmas de Gran Canaria, Gran Canaria, Canary Islands, Spain;1.8;Actor;Skyfall;69;1;Pisces
156;https://www.imdb.com/name/nm0000188?ref_=nmls_hd;Steve Martin;;August 14, 1945;Waco, Texas, USA;1.8;Actor;Roxanne;67;5;Leo
154;https://www.imdb.com/name/nm0000120?ref_=nmls_hd;Jim Carrey;;January 17, 1962;Newmarket, Ontario, Canada;1.8;Actor;Bruce Almighty;63;2;Capricorn
155;https://www.imdb.com/name/nm0000242?ref_=nmls_hd;Mark Wahlberg;"Monk D
                
See more

                »";June 5, 1971;Dorchester, Boston, Massachusetts, USA;1.7;Actor;The Fighter;72;2;Gemini
153;https://www.imdb.com/name/nm0000154?ref_=nmls_hd;Mel Gibson;;January 3, 1956;Peekskill, New York, USA;1.7;Actor;Braveheart;67;2;Capricorn
152;https://www.imdb.com/name/nm0000095?ref_=nmls_hd;Woody Allen;;December 1, 1935;Brooklyn, New York City, New York, USA;1.6;Actor;Manhattan;48;4;Sagittarius
151;https://www.imdb.com/name/nm0000634?ref_=nmls_hd;Peter Sellers;;September 8, 1925;Southsea, Hampshire, England, UK;1.7;Actor;Being There;88;3;Virgo
150;https://www.imdb.com/name/nm0000133?ref_=nmls_hd;Geena Davis;;January 21, 1956;Wareham, Massachusetts, USA;1.8;Actress;Thelma & Louise;51;1;Aquarius
149;https://www.imdb.com/name/nm0591485?ref_=nmls_hd;Liza Minnelli;"The Queen of Broadway
                
See more

                »";March 12, 1946;Los Angeles, California, USA;1.6;Actress;Cabaret;37;1;Pisces
148;https://www.imdb.com/name/nm0004266?ref_=nmls_hd;Anne Hathaway;Annie;November 12, 1982;Brooklyn, New York City, New York, USA;1.7;Actress;Les Misérables;52;1;Scorpio
147;https://www.imdb.com/name/nm0000193?ref_=nmls_hd;Demi Moore;;November 11, 1962;Roswell, New Mexico, USA;1.6;Actress;G.I. Jane;67;2;Scorpio
146;https://www.imdb.com/name/nm0001656?ref_=nmls_hd;Donna Reed;;January 27, 1921;Denison, Iowa, USA;1.6;Actress;It's a Wonderful Life;54;1;Aquarius
145;https://www.imdb.com/name/nm0413559?ref_=nmls_hd;Glenda Jackson;;May 9, 1936;Birkenhead, Cheshire, England, UK;1.6;Actress;Women in Love;53;2;Taurus
144;https://www.imdb.com/name/nm0000107?ref_=nmls_hd;Kim Basinger;Chelsea;December 8, 1953;Athens, Georgia, USA;1.7;Actress;L.A. Confidential;58;1;Sagittarius
143;https://www.imdb.com/name/nm0000232?ref_=nmls_hd;Sharon Stone;;March 10, 1958;Meadville, Pennsylvania, USA;1.7;Actress;Basic Instinct;144;1;Pisces
142;https://www.imdb.com/name/nm0001132?ref_=nmls_hd;Judi Dench;;December 9, 1934;York, North Yorkshire, England, UK;1.5;Actress;Skyfall;134;1;Sagittarius
141;https://www.imdb.com/name/nm0536167?ref_=nmls_hd;Anna Magnani;"Nannarella
                
See more

                »";March 7, 1908;Rome, Lazio, Italy;1.6;Actress;Roma città aperta;52;1;Pisces
140;https://www.imdb.com/name/nm0001546?ref_=nmls_hd;Mary Tyler Moore;"MTM
                
See more

                »";December 29, 1936;Brooklyn, New York, USA;1.7;Actress;Ordinary People;77;1;Capricorn
139;https://www.imdb.com/name/nm0000541?ref_=nmls_hd;Bette Midler;"The Divine Miss M
                
See more

                »";December 1, 1945;Honolulu, Hawaii, USA;1.5;Actress;The First Wives Club;58;2;Sagittarius
138;https://www.imdb.com/name/nm0790454?ref_=nmls_hd;Norma Shearer;"Queen Norma
                
See more

                »";August 10, 1902;Montréal, Québec, Canada;1.5;Actress;The Divorcee;65;1;Leo
137;https://www.imdb.com/name/nm0000531?ref_=nmls_hd;Frances McDormand;Fran;June 23, 1957;Gibson City, Illinois, USA;1.6;Actress;Fargo;68;2;Cancer
136;https://www.imdb.com/name/nm0000002?ref_=nmls_hd;Lauren Bacall;"The Look
                
See more

                »";September 16, 1924;The Bronx, New York City, New York, USA;1.7;Actress;To Have and Have Not;72;1;Virgo
135;https://www.imdb.com/name/nm0841797?ref_=nmls_hd;Gloria Swanson;;March 27, 1899;Chicago, Illinois, USA;1.5;Actress;Sunset Blvd.;82;3;Aries
134;https://www.imdb.com/name/nm0001448?ref_=nmls_hd;Jessica Lange;Jessie;April 20, 1949;Cloquet, Minnesota, USA;1.7;Actress;Tootsie;45;2;Taurus
133;https://www.imdb.com/name/nm0000178?ref_=nmls_hd;Diane Lane;;January 22, 1965;New York City, New York, USA;1.7;Actress;Unfaithful;69;1;Aquarius
132;https://www.imdb.com/name/nm0001055?ref_=nmls_hd;Claudette Colbert;Lily;September 13, 1903;Saint-Mandé, Seine [now Val-de-Marne], France;1.6;Actress;It Happened One Night;79;1;Virgo
131;https://www.imdb.com/name/nm0005476?ref_=nmls_hd;Hilary Swank;;July 30, 1974;Lincoln, Nebraska, USA;1.6;Actress;Million Dollar Baby;52;2;Leo
130;https://www.imdb.com/name/nm0000456?ref_=nmls_hd;Holly Hunter;;March 20, 1958;Conyers, Georgia, USA;1.5;Actress;The Piano;64;1;Pisces
129;https://www.imdb.com/name/nm0000511?ref_=nmls_hd;Shirley MacLaine;;April 24, 1934;Richmond, Virginia, USA;1.7;Actress;Terms of Endearment;78;1;Taurus
128;https://www.imdb.com/name/nm0000013?ref_=nmls_hd;Doris Day;"Do-Do
                
See more

                »";April 3, 1922;Cincinnati, Ohio, USA;1.7;Actress;Pillow Talk;45;1;Aries
127;https://www.imdb.com/name/nm0000398?ref_=nmls_hd;Sally Field;;November 6, 1946;Pasadena, California, USA;1.5;Actress;Forrest Gump;67;2;Scorpio
126;https://www.imdb.com/name/nm0001257?ref_=nmls_hd;Ava Gardner;"The World's Most Beautiful Animal
                
See more

                »";December 24, 1922;Grabtown, North Carolina, USA;1.6;Actress;The Night of the Iguana;70;1;Capricorn
125;https://www.imdb.com/name/nm0000375?ref_=nmls_hd;Robert Downey Jr.;"RDJ
                
See more

                »";April 4, 1965;Manhattan, New York City, New York, USA;1.7;Actor;Iron Man;93;2;Aries
124;https://www.imdb.com/name/nm0000140?ref_=nmls_hd;Michael Douglas;;September 25, 1944;New Brunswick, New Jersey, USA;1.7;Actor;Behind the Candelabra;67;2;Libra
123;https://www.imdb.com/name/nm0000142?ref_=nmls_hd;Clint Eastwood;;May 31, 1930;San Francisco, California, USA;1.9;Actor;Million Dollar Baby;72;4;Gemini
122;https://www.imdb.com/name/nm0000661?ref_=nmls_hd;Donald Sutherland;;July 17, 1935;Saint John, New Brunswick, Canada;1.9;Actor;The Hunger Games: Catching Fire;196;2;Cancer
121;https://www.imdb.com/name/nm0000126?ref_=nmls_hd;Kevin Costner;;January 18, 1955;Lynwood, California, USA;1.8;Actor;The Postman;62;2;Capricorn
120;https://www.imdb.com/name/nm0000093?ref_=nmls_hd;Brad Pitt;;December 18, 1963;Shawnee, Oklahoma, USA;1.8;Actor;Ad Astra;83;2;Sagittarius
119;https://www.imdb.com/name/nm0000582?ref_=nmls_hd;Joe Pesci;;February 9, 1943;Newark, New Jersey, USA;1.6;Actor;Goodfellas;40;1;Aquarius
118;https://www.imdb.com/name/nm0000115?ref_=nmls_hd;Nicolas Cage;Nic;January 7, 1964;Long Beach, California, USA;1.8;Actor;Face/Off;106;1;Capricorn
117;https://www.imdb.com/name/nm0000195?ref_=nmls_hd;Bill Murray;"Billy
                
See more

                »";September 21, 1950;Wilmette, Illinois, USA;1.8;Actor;Lost in Translation;93;1;Virgo
116;https://www.imdb.com/name/nm0000128?ref_=nmls_hd;Russell Crowe;"Russ
                
See more

                »";April 7, 1964;Wellington, New Zealand;1.8;Actor;Les Misérables;65;1;Aries
115;https://www.imdb.com/name/nm0005212?ref_=nmls_hd;Ian McKellen;;May 25, 1939;Burnley, Lancashire, England, UK;1.8;Actor;The Lord of the Rings: The Fellowship of the Ring;121;2;Gemini
114;https://www.imdb.com/name/nm0000125?ref_=nmls_hd;Sean Connery;Big Tam;August 25, 1930;Edinburgh, Scotland, UK;1.8;Actor;The Untouchables;94;1;Virgo
113;https://www.imdb.com/name/nm0000246?ref_=nmls_hd;Bruce Willis;Bruno;March 19, 1955;Idar-Oberstein, West Germany;1.8;Actor;Die Hard;132;1;Pisces
112;https://www.imdb.com/name/nm0000432?ref_=nmls_hd;Gene Hackman;;January 30, 1930;San Bernardino, California, USA;1.8;Actor;The French Connection;100;2;Aquarius
110;https://www.imdb.com/name/nm0000450?ref_=nmls_hd;Philip Seymour Hoffman;Phil;July 23, 1967;Fairport, New York, USA;1.7;Actor;The Master;65;1;Leo
111;https://www.imdb.com/name/nm0000123?ref_=nmls_hd;George Clooney;Gorgeous George;May 6, 1961;Lexington, Kentucky, USA;1.8;Actor;Michael Clayton;92;2;Taurus
109;https://www.imdb.com/name/nm0000686?ref_=nmls_hd;Christopher Walken;"Ronnie
                
See more

                »";March 31, 1943;Astoria, Queens, New York City, New York, USA;1.8;Actor;Hairspray;139;1;Aries
108;https://www.imdb.com/name/nm0001618?ref_=nmls_hd;Joaquin Phoenix;"Leaf
                
See more

                »";October 28, 1974;San Juan, Puerto Rico;1.7;Actor;Walk the Line;56;1;Scorpio
107;https://www.imdb.com/name/nm0001715?ref_=nmls_hd;George C. Scott;G.C.;October 18, 1927;Wise, Virginia, USA;1.8;Actor;Patton;89;1;Libra
106;https://www.imdb.com/name/nm0001626?ref_=nmls_hd;Christopher Plummer;Chris;December 13, 1929;Toronto, Ontario, Canada;1.7;Actor;Beginners;217;1;Sagittarius
105;https://www.imdb.com/name/nm0000493?ref_=nmls_hd;Jack Lemmon;;February 8, 1925;Newton, Massachusetts, USA;1.7;Actor;The Apartment;100;2;Aquarius
104;https://www.imdb.com/name/nm0000602?ref_=nmls_hd;Robert Redford;Bob;August 18, 1936;Santa Monica, California, USA;1.7;Actor;The Natural;84;1;Leo
103;https://www.imdb.com/name/nm0000169?ref_=nmls_hd;Tommy Lee Jones;"Tom
                
See more

                »";September 15, 1946;San Saba, Texas, USA;1.8;Actor;The Fugitive;84;1;Virgo
102;https://www.imdb.com/name/nm0001426?ref_=nmls_hd;Ben Kingsley;;December 31, 1943;Scarborough, Yorkshire, England, UK;1.7;Actor;Sexy Beast;144;1;Capricorn
101;https://www.imdb.com/name/nm0000313?ref_=nmls_hd;Jeff Bridges;The Dude;December 4, 1949;Los Angeles, California, USA;1.8;Actor;The Big Lebowski;93;1;Sagittarius
99;https://www.imdb.com/name/nm0005154?ref_=nmls_hd;Lucy Liu;;December 2, 1968;Queens, New York City, New York, USA;1.6;Actress;Kill Bill: Vol. 1;98;1;Sagittarius
98;https://www.imdb.com/name/nm0000870?ref_=nmls_hd;Kathy Bates;Bobo;June 28, 1948;Memphis, Tennessee, USA;1.6;Actress;Misery;127;1;Cancer
97;https://www.imdb.com/name/nm0000244?ref_=nmls_hd;Sigourney Weaver;"The Actress's Actress
                
See more

                »";October 8, 1949;Manhattan, New York City, New York, USA;1.8;Actress;Alien: Resurrection;89;3;Libra
96;https://www.imdb.com/name/nm0000161?ref_=nmls_hd;Salma Hayek;;September 2, 1966;Coatzacoalcos, Veracruz, Mexico;1.5;Actress;Frida;81;1;Virgo
95;https://www.imdb.com/name/nm0000173?ref_=nmls_hd;Nicole Kidman;Nic;June 20, 1967;Honolulu, Hawaii, USA;1.8;Actress;Moulin Rouge!;88;1;Gemini
94;https://www.imdb.com/name/nm0004851?ref_=nmls_hd;Penélope Cruz;Pe;April 28, 1974;Alcobendas, Madrid, Spain;1.6;Actress;Vicky Cristina Barcelona;87;1;Taurus
